"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents"
"query_1",TRUE,0.0013415262610941,295,422,21,0.0497630331753555,0.0711864406779661,"GO:0046651","GO:BP","lymphocyte proliferation",20972,11449,"GO:0032943;GO:0046649"
"query_1",TRUE,0.00140126920531724,223,422,18,0.042654028436019,0.0807174887892377,"GO:0051924","GO:BP","regulation of calcium ion transport",20972,13065,"GO:0006816;GO:0010959"
"query_1",TRUE,0.00186611349743822,1449,422,57,0.135071090047393,0.0393374741200828,"GO:0023057","GO:BP","negative regulation of signaling",20972,6207,"GO:0023051;GO:0023052;GO:0048519"
"query_1",TRUE,0.00187300320552425,492,422,28,0.0663507109004739,0.0569105691056911,"GO:0001819","GO:BP","positive regulation of cytokine production",20972,463,"GO:0001816;GO:0001817;GO:0010628;GO:0051240"
"query_1",TRUE,0.00196335653248117,302,422,21,0.0497630331753555,0.0695364238410596,"GO:0032943","GO:BP","mononuclear cell proliferation",20972,7416,"GO:0070661"
"query_1",TRUE,0.0020722730152733,102,422,12,0.028436018957346,0.117647058823529,"GO:0032963","GO:BP","collagen metabolic process",20972,7434,"GO:0008152"
"query_1",TRUE,0.00233521941652201,970,422,43,0.101895734597156,0.0443298969072165,"GO:0050776","GO:BP","regulation of immune response",20972,12391,"GO:0002682;GO:0006955;GO:0048583"
"query_1",TRUE,0.00240365242870836,69,422,10,0.023696682464455,0.144927536231884,"GO:0030199","GO:BP","collagen fibril organization",20972,6273,"GO:0030198"
"query_1",TRUE,0.00252806028738929,186,422,16,0.037914691943128,0.0860215053763441,"GO:0043270","GO:BP","positive regulation of monoatomic ion transport",20972,9926,"GO:0006811;GO:0043269;GO:0051050"
"query_1",TRUE,0.00278710507452618,1914,422,69,0.163507109004739,0.0360501567398119,"GO:0032879","GO:BP","regulation of localization",20972,7364,"GO:0050789;GO:0051179"
"query_1",TRUE,0.00289997408858693,55,422,9,0.0213270142180095,0.163636363636364,"GO:1904427","GO:BP","positive regulation of calcium ion transmembrane transport",20972,22105,"GO:0051928;GO:0070588;GO:1903169;GO:1904064"
"query_1",TRUE,0.0032399557188366,146,422,14,0.033175355450237,0.0958904109589041,"GO:0007584","GO:BP","response to nutrient",20972,2906,"GO:0031667;GO:0042221"
"query_1",TRUE,0.00339656364036049,42,422,8,0.018957345971564,0.19047619047619,"GO:0001937","GO:BP","negative regulation of endothelial cell proliferation",20972,538,"GO:0001935;GO:0001936;GO:0050680"
"query_1",TRUE,0.00340375332386703,421,422,25,0.0592417061611374,0.0593824228028504,"GO:0060537","GO:BP","muscle tissue development",20972,13721,"GO:0009888"
"query_1",TRUE,0.00342586140185436,339,422,22,0.0521327014218009,0.0648967551622419,"GO:0070661","GO:BP","leukocyte proliferation",20972,15119,"GO:0008283"
"query_1",TRUE,0.00343894405099284,786,422,37,0.0876777251184834,0.0470737913486005,"GO:0001816","GO:BP","cytokine production",20972,460,"GO:0010467;GO:0032501"
"query_1",TRUE,0.00375514132607114,1555,422,59,0.139810426540284,0.0379421221864952,"GO:0055085","GO:BP","transmembrane transport",20972,13261,"GO:0006810;GO:0009987"
"query_1",TRUE,0.00400488105068524,128,422,13,0.0308056872037915,0.1015625,"GO:0001704","GO:BP","formation of primary germ layer",20972,383,"GO:0007369;GO:0048646"
"query_1",TRUE,0.00408726561857285,1305,422,52,0.123222748815166,0.0398467432950192,"GO:0051094","GO:BP","positive regulation of developmental process",20972,12612,"GO:0032502;GO:0048518;GO:0050793"
"query_1",TRUE,0.00415457588966628,891,422,40,0.0947867298578199,0.0448933782267116,"GO:0071345","GO:BP","cellular response to cytokine stimulus",20972,15461,"GO:0034097"
"query_1",TRUE,0.00440610530319355,399,422,24,0.0568720379146919,0.0601503759398496,"GO:0014706","GO:BP","striated muscle tissue development",20972,4426,"GO:0060537"
"query_1",TRUE,0.00476021870667647,546,422,29,0.0687203791469194,0.0531135531135531,"GO:0001525","GO:BP","angiogenesis",20972,318,"GO:0048514;GO:0048646"
"query_1",TRUE,0.00495246341801065,320,422,21,0.0497630331753555,0.065625,"GO:0001822","GO:BP","kidney development",20972,466,"GO:0048513;GO:0072001"
"query_1",TRUE,0.00588415638221569,45,422,8,0.018957345971564,0.177777777777778,"GO:0030574","GO:BP","collagen catabolic process",20972,6402,"GO:0009056;GO:0032963"
"query_1",TRUE,0.00591089757163778,522,422,28,0.0663507109004739,0.053639846743295,"GO:0002683","GO:BP","negative regulation of immune system process",20972,1155,"GO:0002376;GO:0002682;GO:0048519"
"query_1",TRUE,0.00603239573725432,645,422,32,0.0758293838862559,0.0496124031007752,"GO:0032103","GO:BP","positive regulation of response to external stimulus",20972,6889,"GO:0009605;GO:0032101;GO:0048584"
"query_1",TRUE,0.0060625299260372,493,422,27,0.0639810426540284,0.0547667342799189,"GO:0022407","GO:BP","regulation of cell-cell adhesion",20972,6164,"GO:0030155;GO:0098609"
"query_1",TRUE,0.00666719368007482,586,422,30,0.0710900473933649,0.0511945392491468,"GO:0040017","GO:BP","positive regulation of locomotion",20972,9271,"GO:0040011;GO:0040012;GO:0048518"
"query_1",TRUE,0.00676424546257535,12804,422,302,0.71563981042654,0.0235863792564824,"GO:0065007","GO:BP","biological regulation",20972,14784,"GO:0008150"
"query_1",TRUE,0.00705688617196399,225,422,17,0.0402843601895735,0.0755555555555556,"GO:0048738","GO:BP","cardiac muscle tissue development",20972,12145,"GO:0007507;GO:0014706"
"query_1",TRUE,0.00746627514450411,780,422,36,0.0853080568720379,0.0461538461538462,"GO:0001817","GO:BP","regulation of cytokine production",20972,461,"GO:0001816;GO:0010468;GO:0051239"
"query_1",TRUE,0.00840663677961029,386,422,23,0.0545023696682464,0.0595854922279793,"GO:0050863","GO:BP","regulation of T cell activation",20972,12448,"GO:0042110;GO:0051249"
"query_1",TRUE,0.00840663677961029,386,422,23,0.0545023696682464,0.0595854922279793,"GO:0050900","GO:BP","leukocyte migration",20972,12479,"GO:0002376;GO:0016477"
"query_1",TRUE,0.008413987048118,331,422,21,0.0497630331753555,0.0634441087613293,"GO:0030111","GO:BP","regulation of Wnt signaling pathway",20972,6246,"GO:0009966;GO:0016055"
"query_1",TRUE,0.00867445417191758,1449,422,55,0.130331753554502,0.0379572118702554,"GO:0010648","GO:BP","negative regulation of cell communication",20972,4107,"GO:0007154;GO:0010646;GO:0048523"
"query_1",TRUE,0.00896351118368183,117,422,12,0.028436018957346,0.102564102564103,"GO:1904064","GO:BP","positive regulation of cation transmembrane transport",20972,21847,"GO:0034767;GO:0098655;GO:1904062"
"query_1",TRUE,0.0106232465034039,257,422,18,0.042654028436019,0.0700389105058366,"GO:0071560","GO:BP","cellular response to transforming growth factor beta stimulus",20972,15622,"GO:0071363;GO:0071559"
"query_1",TRUE,0.0113469105135133,665,422,32,0.0758293838862559,0.0481203007518797,"GO:0007610","GO:BP","behavior",20972,2927,"GO:0032501"
"query_1",TRUE,0.0115552144864514,209,422,16,0.037914691943128,0.076555023923445,"GO:0048839","GO:BP","inner ear development",20972,12230,"GO:0043583;GO:0048856"
"query_1",TRUE,0.0116799292572386,120,422,12,0.028436018957346,0.1,"GO:0001952","GO:BP","regulation of cell-matrix adhesion",20972,548,"GO:0007160;GO:0010810"
"query_1",TRUE,0.0124592999559633,543,422,28,0.0663507109004739,0.0515653775322284,"GO:0044057","GO:BP","regulation of system process",20972,10196,"GO:0003008;GO:0051239"
"query_1",TRUE,0.0128951028650023,544,422,28,0.0663507109004739,0.0514705882352941,"GO:0030335","GO:BP","positive regulation of cell migration",20972,6340,"GO:0016477;GO:0030334;GO:2000147"
"query_1",TRUE,0.0133133804933773,5753,422,157,0.372037914691943,0.0272901095080827,"GO:0048519","GO:BP","negative regulation of biological process",20972,11953,"GO:0008150;GO:0050789"
"query_1",TRUE,0.0133772390665998,236,422,17,0.0402843601895735,0.0720338983050847,"GO:0043583","GO:BP","ear development",20972,10107,"GO:0007423"
"query_1",TRUE,0.013870123824873,122,422,12,0.028436018957346,0.0983606557377049,"GO:0010811","GO:BP","positive regulation of cell-substrate adhesion",20972,4217,"GO:0010810;GO:0031589;GO:0045785"
"query_1",TRUE,0.0153049925248524,290,422,19,0.0450236966824645,0.0655172413793104,"GO:0036293","GO:BP","response to decreased oxygen levels",20972,8921,"GO:0070482"
"query_1",TRUE,0.0154082012119007,264,422,18,0.042654028436019,0.0681818181818182,"GO:0071559","GO:BP","response to transforming growth factor beta",20972,15621,"GO:0070848"
"query_1",TRUE,0.0154849199123297,317,422,20,0.0473933649289099,0.0630914826498423,"GO:0070482","GO:BP","response to oxygen levels",20972,15030,"GO:0009628"
"query_1",TRUE,0.0158148637948651,239,422,17,0.0402843601895735,0.0711297071129707,"GO:0050670","GO:BP","regulation of lymphocyte proliferation",20972,12345,"GO:0032944;GO:0046651;GO:0051249"
"query_1",TRUE,0.0158352569694866,581,422,29,0.0687203791469194,0.0499139414802065,"GO:0042110","GO:BP","T cell activation",20972,9331,"GO:0046649"
"query_1",TRUE,0.0168821419176605,292,422,19,0.0450236966824645,0.0650684931506849,"GO:0045765","GO:BP","regulation of angiogenesis",20972,10829,"GO:0001525;GO:0022603;GO:1901342"
"query_1",TRUE,0.0173214173182269,11962,422,284,0.672985781990521,0.0237418491890988,"GO:0050794","GO:BP","regulation of cellular process",20972,12401,"GO:0009987;GO:0050789"
"query_1",TRUE,0.0193545358124448,170,422,14,0.033175355450237,0.0823529411764706,"GO:0030178","GO:BP","negative regulation of Wnt signaling pathway",20972,6263,"GO:0009968;GO:0016055;GO:0030111"
"query_1",TRUE,0.0193553580067174,126,422,12,0.028436018957346,0.0952380952380952,"GO:0034767","GO:BP","positive regulation of monoatomic ion transmembrane transport",20972,8160,"GO:0034220;GO:0034764;GO:0034765;GO:0043270"
"query_1",TRUE,0.0196819583539687,243,422,17,0.0402843601895735,0.0699588477366255,"GO:0032944","GO:BP","regulation of mononuclear cell proliferation",20972,7417,"GO:0032943;GO:0070663"
"query_1",TRUE,0.0199295674142937,269,422,18,0.042654028436019,0.0669144981412639,"GO:0070663","GO:BP","regulation of leukocyte proliferation",20972,15121,"GO:0042127;GO:0070661"
"query_1",TRUE,0.0209651713054267,270,422,18,0.042654028436019,0.0666666666666667,"GO:0090092","GO:BP","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",20972,16820,"GO:0007178;GO:0009966"
"query_1",TRUE,0.0213505498518678,195,422,15,0.0355450236966825,0.0769230769230769,"GO:0007369","GO:BP","gastrulation",20972,2735,"GO:0048598"
"query_1",TRUE,0.0227023426310039,196,422,15,0.0355450236966825,0.076530612244898,"GO:0044703","GO:BP","multi-organism reproductive process",20972,10371,"GO:0022414"
"query_1",TRUE,0.0227298201201228,70,422,9,0.0213270142180095,0.128571428571429,"GO:0002437","GO:BP","inflammatory response to antigenic stimulus",20972,918,"GO:0006954;GO:0006955"
"query_1",TRUE,0.0236213677923965,299,422,19,0.0450236966824645,0.0635451505016722,"GO:1901342","GO:BP","regulation of vasculature development",20972,20013,"GO:0001944;GO:2000026"
"query_1",TRUE,0.0262221162583298,2645,422,84,0.199052132701422,0.031758034026465,"GO:0009891","GO:BP","positive regulation of biosynthetic process",20972,3590,"GO:0009058;GO:0009889;GO:0009893"
"query_1",TRUE,0.0276045180282055,27,422,6,0.014218009478673,0.222222222222222,"GO:0042730","GO:BP","fibrinolysis",20972,9676,"GO:0030195"
"query_1",TRUE,0.0276045180282055,27,422,6,0.014218009478673,0.222222222222222,"GO:0002438","GO:BP","acute inflammatory response to antigenic stimulus",20972,919,"GO:0002437;GO:0002526"
"query_1",TRUE,0.028752550736489,176,422,14,0.033175355450237,0.0795454545454545,"GO:0007565","GO:BP","female pregnancy",20972,2903,"GO:0044703;GO:0044706"
"query_1",TRUE,0.029099647234975,1108,422,44,0.104265402843602,0.0397111913357401,"GO:1902533","GO:BP","positive regulation of intracellular signal transduction",20972,20816,"GO:0009967;GO:0035556;GO:1902531"
"query_1",TRUE,0.0296228424880365,388,422,22,0.0521327014218009,0.0567010309278351,"GO:0042692","GO:BP","muscle cell differentiation",20972,9648,"GO:0030154;GO:0061061"
"query_1",TRUE,0.0311505823449382,278,422,18,0.042654028436019,0.0647482014388489,"GO:0001666","GO:BP","response to hypoxia",20972,364,"GO:0006950;GO:0036293"
"query_1",TRUE,0.0314587957272068,571,422,28,0.0663507109004739,0.0490367775831874,"GO:2000147","GO:BP","positive regulation of cell motility",20972,23636,"GO:0040017;GO:0048522;GO:0048870;GO:2000145"
"query_1",TRUE,0.0318362864979857,333,422,20,0.0473933649289099,0.0600600600600601,"GO:0060562","GO:BP","epithelial tube morphogenesis",20972,13736,"GO:0002009;GO:0035239"
"query_1",TRUE,0.0319045719303444,971,422,40,0.0947867298578199,0.0411946446961895,"GO:0030097","GO:BP","hemopoiesis",20972,6240,"GO:0048468"
"query_1",TRUE,0.0326780096594661,178,422,14,0.033175355450237,0.0786516853932584,"GO:0048771","GO:BP","tissue remodeling",20972,12170,"GO:0032501"
"query_1",TRUE,0.0357892941727153,1945,422,66,0.156398104265403,0.0339331619537275,"GO:1902531","GO:BP","regulation of intracellular signal transduction",20972,20814,"GO:0009966;GO:0035556"
"query_1",TRUE,0.0368588565701439,255,422,17,0.0402843601895735,0.0666666666666667,"GO:0060828","GO:BP","regulation of canonical Wnt signaling pathway",20972,13934,"GO:0030111;GO:0060070"
"query_1",TRUE,0.0387305101557777,205,422,15,0.0355450236966825,0.0731707317073171,"GO:0044706","GO:BP","multi-multicellular organism process",20972,10372,"GO:0032501"
"query_1",TRUE,0.0390172852269338,395,422,22,0.0521327014218009,0.0556962025316456,"GO:0050727","GO:BP","regulation of inflammatory response",20972,12367,"GO:0006954;GO:0031347;GO:0032101"
"query_1",TRUE,0.0390937189177673,2963,422,91,0.21563981042654,0.0307121160985488,"GO:0035556","GO:BP","intracellular signal transduction",20972,8505,"GO:0007165"
"query_1",TRUE,0.0391678060193009,310,422,19,0.0450236966824645,0.0612903225806452,"GO:0060070","GO:BP","canonical Wnt signaling pathway",20972,13352,"GO:0016055"
"query_1",TRUE,0.0393720831121106,1194,422,46,0.109004739336493,0.0385259631490787,"GO:1901701","GO:BP","cellular response to oxygen-containing compound",20972,20238,"GO:0070887;GO:1901700"
"query_1",TRUE,0.0399900265273598,1566,422,56,0.132701421800948,0.0357598978288633,"GO:0051049","GO:BP","regulation of transport",20972,12588,"GO:0006810;GO:0032879"
"query_1",TRUE,0.0403704335011302,775,422,34,0.0805687203791469,0.0438709677419355,"GO:0050778","GO:BP","positive regulation of immune response",20972,12393,"GO:0002684;GO:0006955;GO:0048584;GO:0050776"
"query_1",TRUE,0.0408850272549239,94,422,10,0.023696682464455,0.106382978723404,"GO:0051928","GO:BP","positive regulation of calcium ion transport",20972,13067,"GO:0006816;GO:0043270;GO:0051924"
"query_1",TRUE,0.0415340193968982,456,422,24,0.0568720379146919,0.0526315789473684,"GO:0006935","GO:BP","chemotaxis",20972,2443,"GO:0042221;GO:0042330"
"query_1",TRUE,0.0445859891988133,458,422,24,0.0568720379146919,0.0524017467248908,"GO:0042330","GO:BP","taxis",20972,9447,"GO:0009605;GO:0040011"
"query_1",TRUE,0.0446305186779905,183,422,14,0.033175355450237,0.0765027322404372,"GO:0034764","GO:BP","positive regulation of transmembrane transport",20972,8157,"GO:0034762;GO:0048522;GO:0051050;GO:0055085"
"query_1",TRUE,0.0446305186779905,183,422,14,0.033175355450237,0.0765027322404372,"GO:0007189","GO:BP","adenylate cyclase-activating G protein-coupled receptor signaling pathway",20972,2612,"GO:0007188"
"query_1",TRUE,0.045313783151518,137,422,12,0.028436018957346,0.0875912408759124,"GO:0090090","GO:BP","negative regulation of canonical Wnt signaling pathway",20972,16818,"GO:0030178;GO:0060070;GO:0060828"
"query_1",TRUE,0.0488734544779107,315,422,19,0.0450236966824645,0.0603174603174603,"GO:0060326","GO:BP","cell chemotaxis",20972,13548,"GO:0006935;GO:0016477;GO:0070887"
"query_1",TRUE,3.16477772431585e-52,6263,442,281,0.635746606334842,0.0448666773111927,"GO:0071944","GO:CC","cell periphery",22155,2724,"GO:0110165"
"query_1",TRUE,2.58638004792922e-45,4249,442,219,0.495475113122172,0.0515415391856908,"GO:0005576","GO:CC","extracellular region",22155,194,"GO:0110165"
"query_1",TRUE,6.00423094693001e-39,5906,442,251,0.567873303167421,0.0424991534033187,"GO:0005886","GO:CC","plasma membrane",22155,409,"GO:0016020;GO:0071944"
"query_1",TRUE,1.4177061384027e-35,177,442,46,0.104072398190045,0.259887005649718,"GO:0019814","GO:CC","immunoglobulin complex",22155,792,"GO:0032991"
"query_1",TRUE,1.10960232951374e-24,3252,442,155,0.350678733031674,0.0476629766297663,"GO:0005615","GO:CC","extracellular space",22155,227,"GO:0005576;GO:0110165"
"query_1",TRUE,9.96270197093122e-20,9975,442,299,0.676470588235294,0.0299749373433584,"GO:0016020","GO:CC","membrane",22155,699,"GO:0110165"
"query_1",TRUE,5.11555620613133e-15,904,442,62,0.14027149321267,0.0685840707964602,"GO:0009986","GO:CC","cell surface",22155,641,"GO:0110165"
"query_1",TRUE,6.15517839140559e-13,339,442,35,0.0791855203619909,0.103244837758112,"GO:0031012","GO:CC","extracellular matrix",22155,1000,"GO:0030312"
"query_1",TRUE,6.73774117712024e-13,340,442,35,0.0791855203619909,0.102941176470588,"GO:0030312","GO:CC","external encapsulating structure",22155,902,"GO:0071944;GO:0110165"
"query_1",TRUE,3.17235631403226e-11,1303,442,69,0.156108597285068,0.0529547198772064,"GO:0098590","GO:CC","plasma membrane region",22155,3147,"GO:0005886;GO:0016020"
"query_1",TRUE,4.97602998741318e-09,510,442,37,0.083710407239819,0.0725490196078431,"GO:0045177","GO:CC","apical part of cell",22155,2098,"GO:0110165"
"query_1",TRUE,7.68734429098662e-09,731,442,45,0.101809954751131,0.0615595075239398,"GO:0098552","GO:CC","side of membrane",22155,3118,"GO:0016020;GO:0110165"
"query_1",TRUE,3.35278159436859e-08,2111,442,86,0.194570135746606,0.0407389862624349,"GO:0070062","GO:CC","extracellular exosome",22155,2352,"GO:0005615;GO:1903561"
"query_1",TRUE,3.85614258373466e-08,397,442,31,0.0701357466063348,0.0780856423173804,"GO:0009897","GO:CC","external side of plasma membrane",22155,634,"GO:0005886;GO:0009986;GO:0098552"
"query_1",TRUE,6.83347804269113e-08,2141,442,86,0.194570135746606,0.0401681457262961,"GO:1903561","GO:CC","extracellular vesicle",22155,3698,"GO:0031982;GO:0065010"
"query_1",TRUE,6.99539193603941e-08,2142,442,86,0.194570135746606,0.0401493930905696,"GO:0043230","GO:CC","extracellular organelle",22155,1844,"GO:0005576;GO:0043226"
"query_1",TRUE,6.99539193603941e-08,2142,442,86,0.194570135746606,0.0401493930905696,"GO:0065010","GO:CC","extracellular membrane-bounded organelle",22155,2332,"GO:0043227;GO:0043230"
"query_1",TRUE,1.22730327127046e-07,416,442,31,0.0701357466063348,0.0745192307692308,"GO:0016324","GO:CC","apical plasma membrane",22155,711,"GO:0045177;GO:0098590"
"query_1",TRUE,3.89238340357907e-07,4032,442,132,0.298642533936652,0.0327380952380952,"GO:0031982","GO:CC","vesicle",22155,1199,"GO:0043227"
"query_1",TRUE,8.06854495710842e-07,138,442,17,0.0384615384615385,0.123188405797101,"GO:0072562","GO:CC","blood microparticle",22155,2745,"GO:0005615;GO:0110165"
"query_1",TRUE,1.34411603380146e-05,93,442,13,0.0294117647058824,0.139784946236559,"GO:0005581","GO:CC","collagen trimer",22155,197,"GO:0032991"
"query_1",TRUE,1.68483102671204e-05,12,442,6,0.0135746606334842,0.5,"GO:0005583","GO:CC","fibrillar collagen trimer",22155,199,"GO:0005581;GO:0098643"
"query_1",TRUE,1.68483102671204e-05,12,442,6,0.0135746606334842,0.5,"GO:0098643","GO:CC","fibrillar collagen complex",22155,3157,"GO:0098644;GO:0140152"
"query_1",TRUE,2.43657676203684e-05,309,442,23,0.0520361990950226,0.0744336569579288,"GO:0045178","GO:CC","basal part of cell",22155,2099,"GO:0110165"
"query_1",TRUE,9.67141882049626e-05,259,442,20,0.0452488687782805,0.0772200772200772,"GO:0016323","GO:CC","basolateral plasma membrane",22155,710,"GO:0009925;GO:0098590"
"query_1",TRUE,0.000142299954675965,290,442,21,0.0475113122171946,0.0724137931034483,"GO:0009925","GO:CC","basal plasma membrane",22155,638,"GO:0045178;GO:0098590"
"query_1",TRUE,0.00054371542622277,30,442,7,0.0158371040723982,0.233333333333333,"GO:0098644","GO:CC","complex of collagen trimers",22155,3158,"GO:0031012;GO:0099080"
"query_1",TRUE,0.000588751200032916,57,442,9,0.0203619909502262,0.157894736842105,"GO:0005614","GO:CC","interstitial matrix",22155,226,"GO:0031012"
"query_1",TRUE,0.000849378370821452,21,442,6,0.0135746606334842,0.285714285714286,"GO:0140152","GO:CC","collagenous component of interstitial matrix",22155,3473,"GO:0030312;GO:0140151"
"query_1",TRUE,0.00207285123795535,289,442,19,0.0429864253393665,0.0657439446366782,"GO:0045121","GO:CC","membrane raft",22155,2092,"GO:0098857"
"query_1",TRUE,0.00228814041763729,291,442,19,0.0429864253393665,0.0652920962199313,"GO:0098857","GO:CC","membrane microdomain",22155,3217,"GO:0016020"
"query_1",TRUE,0.00799623155731262,97,442,10,0.0226244343891403,0.103092783505155,"GO:0005604","GO:CC","basement membrane",22155,218,"GO:0031012"
"query_1",TRUE,0.00973216957052894,31,442,6,0.0135746606334842,0.193548387096774,"GO:0048787","GO:CC","presynaptic active zone membrane",22155,2179,"GO:0042734;GO:0048786;GO:0097060"
"query_1",TRUE,0.0137485598774713,21660,442,442,1,0.0204062788550323,"GO:0110165","GO:CC","cellular anatomical structure",22155,3366,"GO:0005575"
"query_1",TRUE,0.0144297331751436,48,442,7,0.0158371040723982,0.145833333333333,"GO:0140151","GO:CC","solid phase of interstitial matrix",22155,3472,"GO:0005614;GO:0030312"
"query_1",TRUE,9.80742451485117e-30,173,429,42,0.0979020979020979,0.242774566473988,"GO:0003823","GO:MF","antigen binding",20208,355,"GO:0005488"
"query_1",TRUE,1.32685668274703e-06,243,429,23,0.0536130536130536,0.0946502057613169,"GO:0005539","GO:MF","glycosaminoglycan binding",20208,1470,"GO:0097367"
"query_1",TRUE,1.95074270572577e-06,169,429,19,0.0442890442890443,0.112426035502959,"GO:0005201","GO:MF","extracellular matrix structural constituent",20208,1315,"GO:0005198"
"query_1",TRUE,2.37645288069643e-06,171,429,19,0.0442890442890443,0.111111111111111,"GO:0008201","GO:MF","heparin binding",20208,1573,"GO:0005539;GO:1901681"
"query_1",TRUE,3.43845518438805e-06,1346,429,62,0.144522144522145,0.0460624071322437,"GO:0005102","GO:MF","signaling receptor binding",20208,1242,"GO:0005515"
"query_1",TRUE,0.000294193126393369,109,429,13,0.0303030303030303,0.119266055045872,"GO:0004222","GO:MF","metalloendopeptidase activity",20208,636,"GO:0004175;GO:0008237"
"query_1",TRUE,0.00159832933669773,189,429,16,0.0372960372960373,0.0846560846560847,"GO:0008237","GO:MF","metallopeptidase activity",20208,1580,"GO:0008233"
"query_1",TRUE,0.00188480272099689,44,429,8,0.0186480186480186,0.181818181818182,"GO:0030020","GO:MF","extracellular matrix structural constituent conferring tensile strength",20208,3547,"GO:0005201"
"query_1",TRUE,0.00205814715108068,263,429,19,0.0442890442890443,0.0722433460076046,"GO:1901681","GO:MF","sulfur compound binding",20208,9854,"GO:0005488"
"query_1",TRUE,0.00911783879206317,400,429,23,0.0536130536130536,0.0575,"GO:0004175","GO:MF","endopeptidase activity",20208,627,"GO:0008233"
"query_1",TRUE,0.0146763128253558,201,429,15,0.034965034965035,0.0746268656716418,"GO:0008236","GO:MF","serine-type peptidase activity",20208,1579,"GO:0008233;GO:0017171"
"query_1",TRUE,0.016124557117603,2179,429,74,0.172494172494172,0.033960532354291,"GO:0042802","GO:MF","identical protein binding",20208,5080,"GO:0005515"
"query_1",TRUE,0.0182082129176593,158,429,13,0.0303030303030303,0.0822784810126582,"GO:0005178","GO:MF","integrin binding",20208,1306,"GO:0005102;GO:0044877;GO:0050839"
"query_1",TRUE,0.0184601711272271,205,429,15,0.034965034965035,0.0731707317073171,"GO:0017171","GO:MF","serine hydrolase activity",20208,3079,"GO:0016787"
"query_1",TRUE,0.0218746193660272,184,429,14,0.0326340326340326,0.0760869565217391,"GO:0004252","GO:MF","serine-type endopeptidase activity",20208,639,"GO:0004175;GO:0008236"
"query_1",TRUE,0.023542159549755,286,429,18,0.041958041958042,0.0629370629370629,"GO:0001664","GO:MF","G protein-coupled receptor binding",20208,222,"GO:0005102"
"query_1",TRUE,0.03157084554135,11,429,4,0.00932400932400932,0.363636363636364,"GO:0048407","GO:MF","platelet-derived growth factor binding",20208,6643,"GO:0019838"
"query_1",TRUE,0.0432218913244399,627,429,29,0.0675990675990676,0.0462519936204147,"GO:0008233","GO:MF","peptidase activity",20208,1576,"GO:0016787;GO:0140096"
"query_1",TRUE,0.0451896859135399,50,429,7,0.0163170163170163,0.14,"GO:0008009","GO:MF","chemokine activity",20208,1481,"GO:0005125;GO:0042379"
"query_1",TRUE,0.049484933282583,5,429,3,0.00699300699300699,0.6,"GO:0048248","GO:MF","CXCR3 chemokine receptor binding",20208,6632,"GO:0045236"
"query_1",TRUE,0.000591987958530027,98,219,12,0.0547945205479452,0.122448979591837,"KEGG:04061","KEGG","Viral protein interaction with cytokine and cytokine receptor",8716,261,"KEGG:00000"
"query_1",TRUE,0.000997781645275948,103,219,12,0.0547945205479452,0.116504854368932,"KEGG:04974","KEGG","Protein digestion and absorption",8716,419,"KEGG:00000"
"query_1",TRUE,0.0076522073901703,89,219,10,0.045662100456621,0.112359550561798,"KEGG:04512","KEGG","ECM-receptor interaction",8716,324,"KEGG:00000"
"query_1",TRUE,0.0111400320401302,93,219,10,0.045662100456621,0.10752688172043,"KEGG:04640","KEGG","Hematopoietic cell lineage",8716,346,"KEGG:00000"
"query_1",TRUE,0.0222424776068669,101,219,10,0.045662100456621,0.099009900990099,"KEGG:04933","KEGG","AGE-RAGE signaling pathway in diabetic complications",8716,404,"KEGG:00000"
